MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorchSF,TotalSF,Age,RemodAfter,AgeRemod,AgeSold,AgeSoldBefore,Age_Garage,Age_Garage_Sold
160,FV,35.0,3735,Reg,Lvl,FR3,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,691,Ex,713,739,1452,1,0,2,1,3,Gd,6,Typ,0,No Fireplace,Detchd,1999.0,Unf,2,506,TA,TA,Y,0,34,0,0,0,No Fence,No MiscFeature,3,2006,WD,Normal,183900,3.5,34,2143,11,0,11,4,7,11.0,7.0
190,RM,60.0,10120,IR1,Bnk,Inside,Gtl,OldTown,Feedr,2fmCon,2.5Unf,7,4,1910,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,925,TA,964,925,1889,0,0,1,1,4,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,TA,TA,N,0,0,264,0,0,MnPrv,No MiscFeature,1,2007,WD,Normal,122000,1.5,264,2814,100,40,60,3,97,50.0,47.0
20,RL,89.0,13214,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,9,5,2008,2009,Hip,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,Ex,2018,0,2018,0,0,2,0,3,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,TA,TA,Y,144,76,0,0,0,No Fence,No MiscFeature,5,2010,WD,Normal,378500,2.0,76,4020,2,1,1,0,2,1.0,1.0
50,RL,70.04995836802665,14100,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,Ex,1968,1479,3447,0,0,3,1,4,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,314,12,0,0,0,GdWo,No MiscFeature,5,2008,WD,Normal,381000,3.5,12,4175,75,62,13,2,73,28.0,26.0
50,RL,78.0,11344,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,874,TA,874,650,1524,0,0,1,1,3,TA,7,Typ,0,No Fireplace,Attchd,1958.0,Unf,1,315,TA,TA,Y,0,0,0,0,0,GdWo,No MiscFeature,7,2007,WD,Normal,144000,1.5,0,2398,52,0,52,3,49,52.0,49.0
40,RL,70.04995836802665,23595,Reg,Low,Inside,Sev,ClearCr,Norm,1Fam,1Story,7,6,1979,1979,Shed,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,TA,1332,192,1524,2,0,0,1,0,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0,0,0,0,No Fence,No MiscFeature,4,2010,WD,Normal,260000,2.5,0,2856,31,0,31,0,31,31.0,31.0
20,RL,70.04995836802665,9156,IR1,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,Gd,1489,0,1489,0,0,2,0,3,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,462,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,8,2009,WD,Normal,185750,2.0,0,2978,42,0,42,1,41,42.0,41.0
20,RL,70.04995836802665,13526,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1965,1965,Hip,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,935,TA,935,0,935,1,0,1,0,3,TA,5,Typ,0,No Fireplace,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0,0,0,0,MnPrv,No MiscFeature,11,2006,WD,Normal,137000,2.0,0,1870,45,0,45,4,41,45.0,41.0
80,RL,124.0,11512,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,Gd,1357,0,1357,1,0,1,0,2,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0,0,0,163,GdPrv,No MiscFeature,5,2008,WD,Normal,177000,2.0,163,2376,51,47,4,2,49,51.0,49.0
50,RL,53.0,5362,Reg,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,Ex,661,589,1250,0,0,2,0,3,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,552,TA,TA,Y,242,0,81,0,0,No Fence,No MiscFeature,11,2007,WD,Normal,139000,2.0,81,1911,100,93,7,3,97,25.0,22.0
90,RL,95.0,11345,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Duplex,2Story,5,5,1948,1950,Gable,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,928,Gd,928,992,1920,0,0,2,0,4,TA,10,Typ,0,No Fireplace,Detchd,1948.0,Unf,2,400,TA,Fa,Y,0,0,0,0,0,No Fence,No MiscFeature,7,2007,WD,Normal,137000,2.0,0,2848,62,2,60,3,59,62.0,59.0
60,RL,70.04995836802665,12936,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,6,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,723,TA,735,660,1395,0,1,1,1,3,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,497,TA,TA,Y,294,116,0,0,0,No Fence,No MiscFeature,12,2009,WD,Normal,162000,2.0,116,2118,38,0,38,1,37,38.0,37.0
80,RL,70.04995836802665,17871,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,SLvl,6,5,1967,1976,Gable,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,Fa,1724,0,1724,1,0,1,1,3,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,6,2009,WD,Normal,197900,2.5,0,3404,43,9,34,1,42,43.0,42.0
60,RL,75.0,9473,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,Ex,1128,903,2031,1,0,2,1,3,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,211,0,0,0,No Fence,No MiscFeature,3,2008,WD,Normal,237000,3.5,211,3159,8,0,8,2,6,8.0,6.0
50,C (all),60.0,7500,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,TA,698,430,1128,0,0,1,0,2,TA,6,Typ,0,No Fireplace,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,0,164,0,0,No Fence,No MiscFeature,4,2010,COD,Abnorml,68400,1.0,164,1826,90,30,60,0,90,30.0,30.0
20,RL,67.0,9808,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,Ex,1573,0,1573,1,0,2,0,3,Gd,6,Typ,0,No Fireplace,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,72,0,0,0,No Fence,No MiscFeature,3,2009,WD,Normal,227000,3.0,72,3146,8,0,8,1,7,8.0,7.0
20,RL,50.0,8049,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,1309,TA,1339,0,1339,1,0,2,0,2,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0,58,0,0,90,No Fence,No MiscFeature,7,2006,WD,Normal,180000,3.0,148,2648,20,0,20,4,16,20.0,16.0
20,RL,61.0,8800,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1977,2008,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,TA,1040,0,1040,0,0,2,0,3,Gd,5,Typ,0,No Fireplace,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,0,288,No Fence,No MiscFeature,9,2009,WD,Normal,150500,2.0,288,2080,33,31,2,1,32,33.0,32.0
90,RL,94.0,9400,Reg,Low,Corner,Gtl,Mitchel,Norm,Duplex,2Story,6,5,1971,1971,Mansard,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,TA,912,912,1824,0,0,2,2,4,TA,8,Typ,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,Y,128,0,0,0,0,No Fence,No MiscFeature,4,2010,WD,Normal,139000,3.0,0,2736,39,0,39,0,39,110.0,110.0
50,RL,50.0,9638,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,Ex,1699,748,2447,0,0,2,0,4,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0,42,0,116,No Fence,No MiscFeature,3,2010,WD,Normal,169000,2.0,158,3251,91,71,20,0,91,41.0,41.0
50,RM,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,Ex,825,587,1412,0,0,1,0,4,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0,0,0,0,No Fence,No MiscFeature,5,2009,WD,Normal,132500,1.0,0,2192,71,11,60,1,70,71.0,70.0
20,RL,70.04995836802665,9790,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,TA,1328,0,1328,1,0,1,1,3,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,26,0,0,0,No Fence,No MiscFeature,6,2010,WD,Normal,143000,2.5,26,2656,47,0,47,0,47,47.0,47.0
20,RL,70.04995836802665,36500,IR1,Low,Inside,Mod,ClearCr,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,Fa,1582,0,1582,0,1,2,0,4,TA,7,Typ,0,No Fireplace,Attchd,1964.0,Unf,2,390,TA,TA,N,168,198,0,0,0,No Fence,No MiscFeature,6,2006,WD,Normal,190000,2.5,198,3206,46,0,46,4,42,46.0,42.0
120,RL,40.0,5664,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,Ex,1659,0,1659,1,0,2,0,2,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,212,59,0,0,0,No Fence,No MiscFeature,10,2009,WD,Normal,278000,3.0,59,3160,10,0,10,1,9,10.0,9.0
60,RL,86.0,11065,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,Ex,1120,850,1970,0,0,2,1,3,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,177,74,0,0,0,No Fence,No MiscFeature,10,2006,New,Partial,281000,2.5,74,3055,4,0,4,4,0,4.0,0.0
80,RL,70.04995836802665,14112,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,TA,1152,0,1152,1,0,1,0,3,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,227,0,0,0,0,No Fence,No MiscFeature,4,2010,WD,Normal,180500,2.0,0,2304,46,0,46,0,46,46.0,46.0
160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,TA,630,672,1302,0,0,2,1,3,TA,6,Typ,0,No Fireplace,Detchd,1972.0,Unf,1,264,TA,TA,Y,185,0,0,0,0,No Fence,No MiscFeature,2,2009,WD,Normal,119500,2.5,0,1932,38,0,38,1,37,38.0,37.0
70,RM,60.0,6600,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,4,1900,1965,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,TA,1378,994,2372,0,0,2,0,4,TA,11,Min2,0,No Fireplace,Attchd,1985.0,RFn,1,432,TA,TA,Y,0,287,0,0,0,No Fence,No MiscFeature,12,2009,WD,Normal,107500,2.0,287,3366,110,65,45,1,109,25.0,24.0
60,RL,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,TA,832,832,1664,0,0,2,1,4,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,28,0,0,259,GdWo,No MiscFeature,3,2006,WD,Normal,162900,2.5,287,2496,34,0,34,4,30,34.0,30.0
20,RL,60.0,8172,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Hip,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,TA,864,0,864,1,0,1,0,2,TA,5,Typ,0,No Fireplace,Detchd,1957.0,Unf,2,572,TA,TA,N,0,0,0,0,0,No Fence,No MiscFeature,4,2006,WD,Normal,115000,2.0,0,1728,55,35,20,4,51,53.0,49.0
20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,Gd,1052,0,1052,1,0,1,1,3,TA,5,Typ,0,No Fireplace,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0,0,0,0,GdWo,No MiscFeature,11,2006,WD,Normal,138500,2.5,0,2104,42,0,42,4,38,42.0,38.0
20,RL,80.0,8700,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1963,1963,Hip,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,Gd,1128,0,1128,1,0,2,0,3,TA,6,Typ,0,No Fireplace,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,20,123,0,0,MnPrv,No MiscFeature,12,2008,WD,Normal,155000,3.0,143,2248,47,0,47,2,45,47.0,45.0
180,RM,35.0,3675,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,Gd,1072,0,1072,1,0,2,0,2,TA,5,Typ,0,No Fireplace,Basment,2005.0,Fin,2,525,TA,TA,Y,0,44,0,0,0,No Fence,No MiscFeature,6,2006,New,Partial,140000,3.0,44,1619,5,1,4,4,1,5.0,1.0
60,RL,150.0,45000,IR3,Bnk,Corner,Gtl,Edwards,Feedr,1Fam,2Story,10,5,2008,2008,Hip,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1700,Unf,0,466,2500,Ex,2500,950,3750,2,0,2,1,3,Ex,12,Typ,2,Gd,Attchd,2008.0,Fin,2,1150,TA,TA,Y,214,292,0,0,0,No Fence,No MiscFeature,1,2008,New,Partial,160000,4.5,292,5950,2,0,2,2,0,2.0,0.0
20,RL,75.0,7500,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,Ex,1246,0,1246,1,0,1,1,3,Gd,6,Typ,0,No Fireplace,Attchd,1959.0,RFn,1,305,TA,TA,Y,218,0,0,0,0,GdPrv,No MiscFeature,5,2010,WD,Normal,154000,2.5,0,2492,51,35,16,0,51,51.0,51.0
60,RL,70.04995836802665,10762,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,Ex,1005,978,1983,0,0,2,1,3,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,5,2009,WD,Normal,225000,2.5,0,2961,11,0,11,1,10,11.0,10.0
70,RL,70.04995836802665,7500,IR1,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,Fa,753,741,1494,0,0,1,0,3,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0,0,0,224,No Fence,No MiscFeature,11,2009,WD,Normal,177500,1.0,224,2265,68,8,60,1,67,68.0,67.0
60,RL,92.0,10120,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,Ex,1203,1323,2526,1,0,2,1,4,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,844,TA,TA,Y,309,78,0,0,0,No Fence,No MiscFeature,12,2006,WD,Normal,290000,3.5,78,3691,16,0,16,4,12,16.0,12.0
20,RL,73.0,8688,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,Ex,1616,0,1616,0,0,2,0,3,Gd,7,Typ,0,No Fireplace,Attchd,2005.0,RFn,3,834,TA,TA,Y,208,59,0,0,0,No Fence,No MiscFeature,4,2006,WD,Normal,232000,2.0,59,3232,5,0,5,4,1,5.0,1.0
160,RM,32.0,3363,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,Ex,976,732,1708,0,0,2,0,3,Gd,7,Maj1,0,No Fireplace,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,No Fence,No MiscFeature,4,2006,WD,Normal,130000,2.0,40,2684,6,0,6,4,2,6.0,2.0
20,RL,108.0,13173,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,Ex,1652,0,1652,1,0,2,0,2,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,404,102,0,0,0,No Fence,No MiscFeature,11,2009,WD,Normal,325000,3.0,102,3304,4,1,3,1,3,4.0,3.0
120,RL,48.0,6955,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,Ex,1368,0,1368,0,0,2,0,2,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,35,0,0,0,No Fence,No MiscFeature,9,2006,New,Partial,202500,2.0,35,2736,5,1,4,4,1,5.0,1.0
20,RL,60.0,8072,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,Ex,990,0,990,1,0,1,0,3,TA,5,Typ,0,No Fireplace,Detchd,2000.0,Unf,2,480,TA,TA,Y,0,64,0,0,0,No Fence,No MiscFeature,5,2009,WD,Normal,138000,2.0,64,1980,16,1,15,1,15,10.0,9.0
20,RM,100.0,12000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,7,1948,2005,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,Ex,1122,0,1122,1,0,1,0,2,Gd,6,Typ,0,No Fireplace,Attchd,1948.0,Unf,2,528,TA,TA,Y,0,36,0,0,0,GdWo,No MiscFeature,5,2008,WD,Normal,147000,2.0,36,2046,62,57,5,2,60,62.0,60.0
20,RL,70.04995836802665,7153,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,Gd,1294,0,1294,1,0,2,0,3,Gd,6,Typ,0,No Fireplace,Attchd,1991.0,RFn,2,496,TA,TA,Y,112,51,0,0,0,GdWo,No MiscFeature,6,2008,WD,Normal,179200,3.0,51,2572,19,0,19,2,17,19.0,17.0
20,RL,100.0,17500,Reg,Lvl,Inside,Gtl,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,TA,1902,0,1902,1,0,2,0,3,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0,207,162,0,0,No Fence,No MiscFeature,5,2010,WD,Normal,335000,3.0,369,3804,51,43,8,0,51,51.0,51.0
20,RL,68.0,8814,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2007,Gable,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,Ex,1274,0,1274,1,0,2,0,3,Gd,6,Typ,0,No Fireplace,Attchd,2005.0,RFn,2,508,TA,TA,Y,264,98,0,0,0,No Fence,No MiscFeature,1,2007,New,Partial,203000,3.0,98,2548,5,2,3,3,2,5.0,2.0
60,RL,70.04995836802665,9572,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,Ex,1453,1357,2810,0,0,2,1,4,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,No Fence,No MiscFeature,6,2007,WD,Normal,302000,2.5,0,4263,20,0,20,3,17,20.0,17.0
60,RL,108.0,14774,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,9,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,Ex,1422,1177,2599,0,0,2,1,4,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,500,30,0,0,0,No Fence,No MiscFeature,5,2010,WD,Normal,333168,2.5,30,3992,11,0,11,0,11,11.0,11.0
20,RL,60.0,8190,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,6,1954,1954,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,Ex,948,0,948,1,0,1,0,3,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,36,0,0,0,No Fence,No MiscFeature,10,2007,WD,Normal,119000,2.0,36,1896,56,0,56,3,53,54.0,51.0
60,RL,85.0,11075,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,TA,1092,1020,2112,0,0,2,1,4,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,280,0,0,0,0,No Fence,No MiscFeature,6,2008,WD,Normal,206900,2.5,0,3064,41,0,41,2,39,41.0,39.0
20,RL,61.0,10226,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,Ex,1630,0,1630,1,0,2,0,3,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,172,42,0,0,0,No Fence,No MiscFeature,1,2009,WD,Normal,295493,3.0,42,3252,2,0,2,1,1,2.0,1.0
120,FV,47.0,4230,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,Ex,1352,0,1352,0,0,2,0,2,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,0,0,No Fence,No MiscFeature,4,2007,New,Partial,208900,2.0,241,2704,4,1,3,3,1,4.0,1.0
